codigo_AMB_92;descricao_AMB_92;codigo_TUSS;descricao_TUSS;
28100298;HEMOCULTURA(P/AMOSTRA,ANTIBIOG;40310248;HEMOCULTURA (POR AMOSTRA);
28100310;HEMOPHILUS PERTUSSIS;40310272;HEMOPHILUS (BORDETELLA) PERTUSSIS;
28100328;HERPEVIRUS CULTURA PARA;40310191;CULTURA, HERPESVIRUS OU OUTRO;
28100336;HERPEVIRUS(CIT./IMUNOFLU.DIRET;40310191;CULTURA, HERPESVÍRUS OU OUTRO;
28100344;INOCULACAO EM COBAIO;28100344;INOCULACAO EM COBAIO;
28100352;LAVADO BRONQUICO COLHEITA POR;28100352;LAVADO BRONQUICO COLHEITA POR;
28100360;LAVADO GASTRICO COLHEITA POR;40307840;UREASE, TESTE RÁPIDO PARA HELICOBACTER PYLORI;
28100409;LEPTOSPIRA (CAMPO ESC APOS CONCEN(PES DE;40310299;LEPTOSPIRA (CAMPO ESCURO APOS CONCENTRACAO) PESQUISA;
28100433;MICOPLASMA CULTURA PARA;40310205;CULTURA, MICOPLASMA OU UREAPLASMA;
28100468;PROTOZOARIOS CULTURA PARA;40310175;CULTURA, FEZES: SALMONELA, SHIGELLAE E ESC. COLI ENTEROPATOGÊNICAS, ENTEROINVASO;
28100506;STREPTOCOCCUS BETA-HEMOL.G.A;40310221;ESTREPTOCOCOS - A, TESTE RÁPIDO;
28100514;TREPONEMA(CPO ESCURO)PESQ.DE;40310345;TREPONEMA (CAMPO ESCURO);
28100549;URINA C/CONT.COLONIAS CULT.DE;40310213;CULTURA, URINA COM CONTAGEM DE COLONIAS;
28100557;VACINA AUTOGENA;40310353;VACINA AUTOGENA;
28100565;VACINA C/ALERGENOS HIPOSSENSIB;28100565;VACINA C/ALERGENOS HIPOSSENSIB;
28100573;CRIPTOSOPORIDIUM,PESQUISA DE;40310116;CRIPTOSPORIDIUM, PESQUISA;
28100581;CULT.GERAL COMP.CITO PARASIT.B;40310124;CULTURA BACTERIANA (EM DIVERSOS MATERIAIS BIOLOGICOS);
28100590;FEZES CULT.P/CAMPIL.SP YERSIN.;40310175;CULTURA, FEZES: SALMONELA, SHIGELLAE E ESC. COLI ENTEROPATOGENICAS, ENTEROINVASO;
28100603;HEMOCULTURA P/BACTERIAS ANAER.;40310264;HEMOCULTURA PARA BACTERIAS ANAEROBIAS (POR AMOSTRA);
28100611;PNEUMOCISTI CARINI,PESQUISA DE;40310329;PNEUMOCYSTI CARINII, PESQUISA POR COLORACAO ESPECIAL;
28100638;COLERA-IDENTIFICACAO(SOROTIPAGEM INCLUID;40310086;COLERA - IDENTIFICACAO (SOROTIPAGEM INCLUIDA);
28100646;CULTURA P/FUNGOS(MICOSES PROFUNDAS);40310140;CULTURA PARA FUNGOS;
28100654;CULT.QUANT.P/SEC.PULM.QDO NEC.TRAT.PREVI;40310167;CULTURA QUANTITATIVA DE SECRECOES PULMONARES, QUANDO NECESSITAR TRATAMENTO PREVI;
28100662;CULTURAS AUTOMATIZADAS;40310400;CULTURA AUTOMATIZADA;
28100670;ANTIBIOGRAMA AUTOMATIZADO;40310426;ANTIBIOGRAMA AUTOMATIZADO;
28100689;CULTURA DE BK;40310159;CULTURA PARA MYCOBACTERIUM;
28100697;CHLAMYDIA - PCR AMPLIFICACAO DE DNA;40310396;CHLAMYDIA - PCR AMPLIFICACAO DE DNA;
28100719;HELICOBACTER PYLORI, PESQUISA DIRETA;40307840;UREASE, TESTE RAPIDO PARA HELICOBACTER PYLORI;
28100727;HEMOCULTURA AUTOMATIZADA;40310256;HEMOCULTURA AUTOMATIZADA (POR AMOSTRA);
28100735;MICROBACTERIA AMPLIFICADA DE DNA PCR;40310507;MYCOBACTERIA AMPLIFICACAO DE DNA (PCR);
28110013;GASTROACIDOGRAMA SECRECAO BASA;40312070;GASTROACIDOGRAMA - SECRECAO BASAL PARA 60' E 4 AMOSTRAS APOS O ESTIMULO (FORNECI;
28110021;HOLLANDER(INCLUSIVE TUBAGEM);40312089;HOLLANDER (INCLUSIVE TUBAGEM) TESTE;
28120019;PANCREOZIMINA-SECRET.SUCO DUOD;40312097;PANCREOZIMA - SECRETINA NO SUCO DUODENAL, TESTE;
28120027;ROT.DAS BILES-A,B,C/SUCO DUEND;40312100;ROTINA DA BILES A, B, C E DO SUCO DUODENAL (CARACTERES FISICOS E MICROSCOPICOS I;
28120035;TUBAGEM DUODENAL;40312119;TUBAGEM DUODENAL;
28130014;ACIDEZ TITULAVEL;40311260;ACIDEZ TITULAVEL;
28130049;ACIDO HOMOGENTISICO DOSAG DE;40311023;ACIDO HOMOGENTISICO;
28130065;ADDIS CONTAGEM DE;40311295;CONTAGEM SEDIMENTAR DE ADDIS;
28130081;BARBITURATOS PESQUISA DE;40311279;BARTITURATOS, PESQUISA;
28130090;BETA MECAPTO LACT.DISULF.PESQD;40311287;BETA MERCAPTO-LACTATO-DISULFIDURIA, PESQUISA;
28130120;CALCULOS URINARIOS EX.QUALIT.D;40311040;CALCULOS URINARIOS;
28130138;CISTINURIA PESQUISA DE;40311066;CISTINURIA, PESQUISA;
28130146;CORPROPORFIRINA III DOSAG.DE;40311074;COPROPORFIRINA III;
28130154;CROMATOGRAFIA DE ACUCARES MEL.;40311090;CROMATOGRAFIA DE ACUCARES;
28130162;CROMATOG.DE AMINOACIDOS;40301672;CROMATOGRAFIA DE AMINOACIDOS (PERFIL QUALITATITIVO);
28130170;ELETROFORESE DE PROTEINAS URIN;40311309;ELETROFORESE DE PROTEINAS URINARIAS, COM CONCENTRACAO;
28130189;ERROS INATOS METABOLISMO PEQ D;40311112;ERROS INATOS DO METABOLISMO BATERIAS DE TESTES QUIMICOS DE TRIAGEM EM URINA (MIN;
28130197;FENILCETONURIA PEQUISA DE;40311317;FENILCETONURIA, PESQUISA;
28130219;FRUTOSURIA PESQUISA DE;40311120;FRUTOSURIA, PESQUISA;
28130227;GALACTOSURIA PESQUISA DE;40311139;GALACTOSURIA, PESQUISA;
28130235;HISTIDINA PESQUISA DE;40311325;HISTIDINA, PESQUISA;
28130243;HOMOCISTINA PESQUISA DE;28130243;HOMOCISTINA PESQUISA DE;
28130251;INCLUSAO CITOMEGALICA PESQ.CEL;40311333;INCLUSAO CITOMEGALICA, PESQUISA DE CELULAS COM;
28130260;LACTOSURIA PESQUISA DE;28130260;LACTOSURIA PESQUISA DE;
28130278;LIPOIDES PESQUISA DE;40311147;LIPOIDES, PESQUISA;
28130286;MELANINA PESQUISA DE;40311155;MELANINA, PESQUISA;
28130294;MERCURIO,PESQUISA DE;40313190;METAIS AL, AS, CD, CR, MN, HG, NI, ZN, CO, OUTRO (S) ABSORCAO ATOMICA (CADA);
28130308;OSMOLALIDADE,DETERMINACAO DA;40311350;OSMOLALIDADE, DETERMINACAO;
28130316;PESQ.DOSAGEM, DE 1COMPON.URIN.;40311180;PESQUISA OU DOSAGEM DE UM COMPONENTE URINARIO;
28130324;PORFOBILINOGENIO;40311198;PORFOBILINOGENIO, PESQUISA;
28130332;PROTEINA DE BENCE JONES PESQ.D;40311201;PROTEINAS DE BENCE JONES, PESQUISA;
28130340;PROVA DE CONCENTRACAO(FISH.VOL;40311368;PROVA DE CONCENTRACAO (FISHBERG OU VOLHARD);
28130359;PROVA DE DILUICAO;40311376;PROVA DE DILUICAO;
28130367;ROTINA DE URINA(CARAC.FIS.ANOR;40311210;ROTINA DE URINA (CARACTERES FISICOS, ELEMENTOS ANORMAIS E SEDIMENTOSCOPIA);
28130375;SEDIMENTOSCOPIA QUANTITATIVA;40311210;ROTINA DE URINA (CARACTERES FÍSICOS, ELEMENTOS ANORMAIS E SEDIMENTOSCOPIA);
28130383;SOBRECARGA DE AGUA PROVA DE;40311384;SOBRECARGA DE AGUA, PROVA;
28130405;TIROSINOSE,PESQUISA DE;40311392;TIROSINOSE, PESQUISA;
28130413;ACIDO HOMOVANILICO DOSAGEM DO;40305120;ACIDO HOMO VANILICO;
28130421;ALCAPTONURIA PESQUISA DE;40311031;ALCAPTONURIA, PESQUISA;
28130430;AMINOACIDOS TOTAIS PESQUISA DE;40301192;ÁCIDOS ORGÂNICOS (PERFIL QUANTITATIVO);
28130448;METANEFRINAS URINARIAS,DOSAG.;40311163;METANEFRINAS URINARIAS, DOSAGEM;
28130456;MICROALBUMINURIA (RIE);40311171;MICROALBUMINURIA;
28130464;COBRE URINARIO;40301567;COBRE;
28130472;DIMORFISMO ERITROCITARIO PESQD;40311104;DISMORFISMO ERITROCITARIO, PESQUISA (CONTRASTE DE FASE);
28130529;UROPORFIRINAS, DOSAGEM;40311228;UROPORFIRINAS, DOSAGEM;
28130545;HEMOCISTEINA, DOSAGEM DA URINA;40302113;HOMOCISTEINA;
28130553;ACIDO CITRICO (CITRATO);40311015;ACIDO CITRICO;
28140010;CITOGRAMA NASAL;40312054;MUCO-NASAL, PESQUISA DE EOSINOFILOS E MASTOCITOS;
28140036;LONTOFORESE P/COLH.SUOR NA/CI;40312046;IONTOFORESE PARA A COLETA DE SUOR, COM DOSAGEM DE CLORO;
28140052;PERFIL REUMATOLGICO,ELETROF.PT;40312127;PERFIL REUMATOLOGICO (ACIDO URICO, ELETROFORESE DE PROTEINAS, FAN, VHS, PROVA DO;
28140060;PROVA DE ATIV.DA FEBRE REUMAT.;40312143;PROVA ATIVIDADE DE FEBRE REUMATICA (ASLO, ELETROFORESE DE PROTEINAS, MUCO-PROTEI;
28140079;PROVAS DA FUNCAO HEPATICA;40312151;PROVAS DE FUNCAO HEPATICA (BILIRRUBINAS, ELETROFORESE DE PROTEINAS. FA, TGO, TGP;
28140087;TESTE DE HUHNER;41401247;TESTE DE HUHNER;
28140109;CROMATINA SEXUAL/ PESQUISA DE;40312020;CROMATINA SEXUAL, PESQUISA;
28140133;CROMOTOGRAFIA DE AMINOACIDOS;40301672;CROMATOGRAFIA DE AMINOACIDOS (PERFIL QUALITATITIVO);
28150015;ACIDO DELTA AMINOLEVULINICO;40313018;ACIDO DELTA AMINOLEVULINICO (PARA CHUMBO INORGANICO);
28150023;ACIDO DELTA AMINOLEV.DEIDRASE;40313026;ACIDO DELTA AMINOLEVULINICO DESIDRATASE (PARA CHUMBO INORGANICO);
28150031;ACIDO FENILGLIOXILICO P/ESTIR.;40313034;ACIDO FENILGLIOXILICO (PARA ESTIRENO);
28150040;ACIDO HIPURICO (P/TOLUENO);40313042;ACIDO HIPURICO (PARA TOLUENO);
28150058;ACIDO MANDELICO(P/ESTIRENO);40313050;ACIDO MANDELICO (PARA ESTIRENO);
28150066;ACIDO METIHIPURICO(P/XILENOS);40313069;ACIDO METILHIPURICO (PARA XILENOS);
28150074;AZIDA SODICA,TESTE DA (DIS.CA);40313085;AZIDA SODICA, TESTE DA (PARA DEISSULFETO DE CARBONO);
28150082;ARSENICO (PARA ARSENICO);40313190;METAIS AL, AS, CD, CR, MN, HG, NI, ZN, CO, OUTRO (S) ABSORCAO ATOMICA (CADA);
28150090;CARBOXIEMOGLOBINA(P/METOD.CA..;40313093;CARBOXIHEMOGLOBINA (PARA MONOXIDO DE CARBONO DICLOROMETANO);
28150104;COLONESTERASE (P/CARBAMATOS...;40313115;COLINESTERASE (PARA CARBAMATOS ORGANOFOSFORADOS);
28150112;COPROPORFIRINAS (PARA CHUMBO INORGANICO);40313123;COPROPORFIRINAS (PARA CHUMBO INORGANICO);
28150120;CHUMBO (P/CHUMBO INORGANICO CHUMBOTETRAE;40313107;CHUMBO;
28150139;CROMIO (PARA CROMIO);40313310;CROMO;
28150147;FENOL P/CROMATOGRAFIA (P/BENZENO,FENOL);40313158;FENOL (PARA BENZENO, FENOL);
28150155;FLOUR (PARA FLOURETOS);40313166;FLUOR (PARA FLUORETOS);
28150163;MERCURIO ( PARA MERCURIO);40313190;METAIS AL, AS, CD, CR, MN, HG, NI, ZN, CO, OUTRO (S) ABSORCAO ATOMICA (CADA);
28150171;METAHEMOGLOBINA (PARA ANILIA,NITROBENZEN;40313182;META-HEMOGLOBINA (PARA ANILINA NITROBENZENO);
28150180;METANOL ( PARA METANO );40313204;METANOL;
28150198;NIQUEL ( PARA NIQUEL );40313190;METAIS AL, AS, CD, CR, MN, HG, NI, ZN, CO, OUTRO (S) ABSORCAO ATOMICA (CADA);
28150201;P-AMINOFENOL ( PARA ANILINA );40313212;P-AMINOFENOL (PARA ANILINA);
28150210;P-NITROFENOL ( PARA NITROBENZENO );40313220;P-NITROFENOL (PARA NITROBENZENO);
28150228;PROTOPORFIRINAS LIVRES (P/CHUMBO INORGAN;40313239;PROTOPORFIRINAS LIVRES (PARA CHUMBO INORGANICO);
28150236;PROTOPORFIRINAS ZN (P/CHUMBO INORGAMICO);40313247;PROTOPORFIRINAS ZN (PARA CHUMBO INORGANICO);
28150244;TIOCIANATO P/CIANETOS NITRILAS ALIFATICA;40313271;TIOCIANATO (PARA CIANETOS NITRILAS ALIFATICAS);
28150252;TRICLOROCOMPOSTOS TOTAIS P/TETRC TRC TRI;40313280;TRICLOROCOMPOSTOS TOTAIS (PARA TETRACLOROETILENO, TRICLOROETANO, TRICLOROETILENO;
28150260;ZINCO ( PARA ZINCO);40313328;ZINCO;
28150279;MANGANES;40313190;METAIS AL, AS, CD, CR, MN, HG, NI, ZN, CO, OUTRO (S) ABSORCAO ATOMICA (CADA);
28150287;COBRE;40301567;COBRE;
28150295;CADMIO;40313190;METAIS AL, AS, CD, CR, MN, HG, NI, ZN, CO, OUTRO (S) ABSORCAO ATOMICA (CADA);
28150309;ETANOL;40313140;ETANOL;
28150333;SULFATOS ORGANICOS/INORGANICOS,PESQ CADA;40313263;SULFATOS ORGANICOS OU INORGANICOS, PESQUISA (CADA);
28150350;SELENIO DOSAGEM;40313255;SELENIO, DOSAGEM;
28160061;PESQ DNA VIRUS HEPATITE B QUALITATIVA;28160061;PESQ DNA VIRUS HEPATITE B QUALITATIVA;
28160088;HEPATITE C - ANTIGENO HCV QUALITATIVO;28160088;HEPATITE C - ANTIGENO HCV QUALITATIVO;
28160088;HEPATITE C - QUALITATIVO (PCR);40314090;HEPATITE C - QUANTITATIVO POR PCR;
28160096;HEPATITE C - ANTIGENO HCV QUANTITATIVO;28160096;HEPATITE C - ANTIGENO HCV QUANTITATIVO;
28165004;HEPATITE C GENOTIPAGEM;28165004;HEPATITE C GENOTIPAGEM;
28170040;HLA - DR;40307190;HLA-DR;
28170067;HEPATITE B (QUALITATIVO) AMB-99;40314073;HEPATITE B (QUALITATIVO) PCR;
28170075;HEPATITE B (QUANTITATIVO);40314081;HEPATITE B (QUANTITATIVO) PCR;
28170083;HEPATITE C-ANTIGENO HCV (QUALITATIVO);40314090;HEPATITE C (QUALITATIVO) POR PCR;
28170113;HIV AMPLIFICACAO;40314138;HIV - QUALITATIVO POR PCR;
28170130;HPV(PAPILOMA HUMANO)+SUBTIPAGEM-CAP.HIBR;40314154;HPV (VIRUS DO PAPILOMA HUMANO) + SUBTIPAGEM QUANDO NECESSARIO PCR;
28170130;HPV(VIRUS DO PAPILOMA HUMANO)+SUBTIPAGEM QUANDO NECESSARIO;40601293;PROCEDIMENTO DIAGNOSTICO POR CAPTURA HIBRIDA;
28170148;MYCOBACTERIA;40314170;MYCOBACTERIA PCR;
28170164;FATOR V DE LAYDEN;40314057;FATOR V DE LAYDEN POR PCR;
28170245;PARVOVIRUS;40307611;PARVOVIRUS IgG IgM CADA;
28170245;PARVOVIRUS;40314189;PARVOVIRUS POR PCR;
28170253;HTLV I/II (CADA);40314162;HTLV I / II POR PCR (CADA);
29010047;CURVA FLUXO VOLUME.EST.FLUXOS;40105024;DETERMINACAO DOS VOLUMES PULMONARES POR DILUICAO DE GASES;
29010101;GASOMETRIA:APOS EXERC.C.ERGOM.;41401166;TESTE DE EXERCICIO EM ERGOMETRO COM REALIZACAO DE GASOMETRIA ARTERIAL;
29010160;P.FUNC.PULM.C.5+6+7+9+10+11+14;40105075;PROVA DE FUNCAO PULMONAR COMPLETA (OU ESPIROMETRIA);
29020026;CURVA DE FLUXO - VOLUME ESTUDO DOS FLUXO;40105059;MEDIDA DE PICO DE FLUXO EXPIRATORIO;
29020034;DETERMINACAO DA MEC.VENTIL.VENT.VOL. MAX;40105016;DETERMINACAO DAS PRESSOES RESPIRATORIAS MAXIMAS;
29020042;DETERMINACAO PRESSOES RESPIRATORIAS MAX;40105016;DETERMINACAO DAS PRESSOES RESPIRATORIAS MAXIMAS;
29020050;ESPIROGRAFIA C/DETERM.DO VOLUME RESIDUAL;40105075;PROVA DE FUNCAO PULMONAR COMPLETA (OU ESPIROMETRIA);
29020069;ESPIROGRAFIA SIMPLES CAP VITAL LENTA;40105075;PROVA DE FUNCAO PULMONAR COMPLETA (OU ESPIROMETRIA);
29020077;ESPIROMETRIA VOLUMES ESPIRATORI/FORCADOS;40105075;PROVA DE FUNCAO PULMONAR COMPLETA (OU ESPIROMETRIA);
29020085;ESPIROMETRIA APOS BRONCODILATADOR;40105075;PROVA DE FUNCAO PULMONAR COMPLETA (OU ESPIROMETRIA);
29020093;GASOMETRIA ARTERIAL 02 A 100%;41401166;TESTE DE EXERCICIO EM ERGOMETRO COM REALIZACAO DE GASOMETRIA ARTERIAL;
29020107;GASOMETRIA ARTERIAL DE EXERCICIOS;41401166;TESTE DE EXERCICIO EM ERGOMETRO COM REALIZACAO DE GASOMETRIA ARTERIAL;
29020115;GASOMETRIA ARTERIAL DE REPOUSO;41401166;TESTE DE EXERCICIO EM ERGOMETRO COM REALIZACAO DE GASOMETRIA ARTERIAL;
29020123;MEDIDA DE DIFUSAO DO MONOXIDO DE CARBONO;40105040;MEDIDA DA DIFUSAO DO MONOXIDO DE CARBONO;
29020131;MEDIDA DE PICO DE FLUXO EXPIRATORIO;40105059;MEDIDA DE PICO DE FLUXO EXPIRATORIO;
29020140;MEDIDA SER.P/3 SEMANAS DO PIC.DE FL.EXP.;40105067;MEDIDA SERIADA POR 3 SEMANAS DO PICO DE FLUXO EXPIRATORIO;
29020158;NEBULIZACAO SIMPLES;20104235;TERAPIA INALATORIA - POR NEBULIZACAO;
29020166;NEBULIZACAO SIMPLES COM BRONCODILATADOR;20104235;TERAPIA INALATORIA - POR NEBULIZACAO;
29020174;NEBULIZACAO ULTRA-SONICA;20104235;TERAPIA INALATORIA - POR NEBULIZACAO;
29020182;OXIMETRIA NAO INVASIVA;41401514;OXIMETRIA NAO INVASIVA;
29020190;POLISSONOGR.C/DET.DAS VAR.VENT.OXIM. ECG;40103528;POLISSONOGRAFIA DE NOITE INTEIRA (PSG) (INCLUI POLISSONOGRAMAS);
29020204;PROVA VENTILA COMPLETA C/BRONC 6+3+7+8+2;40105075;PROVA DE FUNCAO PULMONAR COMPLETA (OU ESPIROMETRIA);
29020212;PROVA VENTILATORIA COMPLETA S/BRONCODILA;40105075;PROVA DE FUNCAO PULMONAR COMPLETA (OU ESPIROMETRIA);
29020220;REGUL.VENT.-1 MED. VENT. E DO P.VENTIL.;40105113;REGULACAO VENTILATORIA - 1) MEDIDA DE VENTILACAO E DO PADRAO VENTILATORIO;
29020239;REGUL.VENT.-2 DETERM. DA PRESS.OCULSAO;40105121;REGULACAO VENTILATORIA - 2) DETERMINACAO DA PRESSAO DE OCLUSAO;
29020247;REGUL.VENT.-3 RESP.A HIPOXIA E HIPERCA.;40105130;REGULACAO VENTILATORIA - 3) RESPOSTA A HIPOXIA E HIPERCAPNIA;
29020255;RESISTENCIA DAS VIAS AEREAS;40105083;RESISTENCIA DAS VIAS AEREAS POR OSCILOMETRIA;
29020263;TESTE DE BRONCOPROVOCACO;41401107;TESTE DE BRONCOPROVOCACAO;
29020271;TESTE CARDIOPULMONAR DE EX.2EST.CONSUMO;40105075;PROVA DE FUNCAO PULMONAR COMPLETA (OU ESPIROMETRIA);
29020280;TESTE CARDIOPULMONAR EXERC-2 ESTAGIO II;40101061;ERGOESPIROMETRIA OU TESTE CARDIOPULMONAR DE EXERCICIO COMPLETO (ESPIROMETRIA FOR;
30010012;QUIMIOTERAPIA SIST INIC P/7DIA;20104294;TERAPIA ONCOLOGICA - PLANEJAMENTO E 1º DIA DE TRATAMENTO;
30010020;POR PERIODOS SUBSQ DE TRATAMENTO ATE 7 D;20104294;TERAPIA ONCOLOGICA - PLANEJAMENTO E 1º DIA DE TRATAMENTO;
30010047;QUIMIOT REG (INTRA CAVITARIA)P/PERID 7 D;20104260;TERAPIA ONCOLOGICA COM APLICACAO DE MEDICAMENTOS POR VIA INTRACAVITARIA OU INTRA;
30010055;PERIODO SUBS DE TRATAMENTO ATE 7 DIAS;20104260;TERAPIA ONCOLOGICA COM APLICACAO DE MEDICAMENTOS POR VIA INTRACAVITARIA OU INTRA;
30010063;QUIMIOT INTRA ART P/PER INIC 7 DIAS TRAT;20204086;TERAPIA ONCOLOGICA COM APLICACAO INTRA-ARTERIAL DE MEDICAMENTOS, EM REGIME DE AP;
30010071;QUIMIOT INTRA-ART P/PER SUBS 7 DIAS INC;20204086;TERAPIA ONCOLOGICA COM APLICACAO INTRA-ARTERIAL DE MEDICAMENTOS, EM REGIME DE AP;
30010101;QUIMIOT INTRA-TECAL (2 INJ INTRA-TEC SEM;20104260;TERAPIA ONCOLOGICA COM APLICACAO DE MEDICAMENTOS POR VIA INTRACAVITARIA OU INTRA;
30010110;QUIMIOT INTRA TECAL ( 1 INJECAO SEMANAL);20104260;TERAPIA ONCOLOGICA COM APLICACAO DE MEDICAMENTOS POR VIA INTRACAVITARIA OU INTRA;
30010128;QUIMIOTERAPIA SIST INC 1 DIA SEMANA P/7;20104278;TERAPIA ONCOLOGICA COM APLICACAO INTRA-ARTERIAL OU INTRAVENOSA DE MEDICAMENTOS E;
30010136;QUIMIOT SIST 2 AO 7 DIA SUBS.P/DIA TRAT;20104286;TERAPIA ONCOLOGICA COM APLICACAO INTRA-ARTERIAL OU INTRAVENOSA DE MEDICAMENTOS E;
30020018;QUIMIOT SISTEMICA P/PER 7 DIAS TRATAM;20104294;TERAPIA ONCOLOGICA - PLANEJAMENTO E 1º DIA DE TRATAMENTO;
30020026;QUIMIOT SISTEMICA SUBS 7 DIAS DE TRATAME;20104294;TERAPIA ONCOLOGICA - PLANEJAMENTO E 1º DIA DE TRATAMENTO;
30020034;QUIMIOTERAPIA SISTEMICA INICIAL 1o.DIA;20104294;TERAPIA ONCOLOGICA - PLANEJAMENTO E 1º DIA DE TRATAMENTO;
30020042;QUIMIOTERAPIA SIT 2o.AO 7o. SUBS SEMAN;20104308;TERAPIA ONCOLOGICA - POR DIA SUBSEQUENTE DE TRATAMENTO;
30203015;FRENOTOMIA LINGUAL;30203015;FRENOTOMIA LINGUAL;
30205115;CRIPTOLISE AMIGDALIANA;30205115;CRIPTOLISE AMIGDALIANA;
30205271;ADENOIDECTOMIA POR VIDEOENDOSCOPIA ;30205271;ADENOIDECTOMIA POR VIDEOENDOSCOPIA ;
30206219;MICROCIRURGIA COM LASER PARA REMOCAO DE LESOES MALIGNAS;30206219;MICROCIRURGIA COM LASER PARA REMOCAO DE LESOES MALIGNAS;
30206235;MICROCIRURGIA PARA DECORTICACAO OU TRAT. DE EDEMA DE REINKE;30206235;MICROCIRURGIA PARA DECORTINACAO OU TRAT. DE EDEMA DE REINKE;
30306060;IMPLANTE SECUNDARIO/EXPLANTE/FIXACAO ESCLERAL OU IRIANA ;30306060;IMPLANTE SECUNDARIO/EXPLANTE/FIXACAO ESCLERAL OU IRIANA ;
30307082;RETIRADA DE OLEO DE SILICONE VIA PARS PLANA;30307082;RETIRADA DE OLEO DE SILICONE VIA PARS PLANA;
30402018;ASPIRACAO AURICULAR OU CURATIVO;30402018;ASPIRACAO AURICULAR OU CURATIVO;
30502314;ETMOIDECTOMIA INTRANASAL POR VIDEOENDOSCOPIA;30502314;ETMOIDECTOMIA INTRANASAL POR VIDEOENDOSCOPIA;
30502322;SINUSECTOMIA MAXILAR - VIA ENDONASAL POR VIDEOENDOSCOPIA;30502322;SINUSECTOMIA MAXILAR - VIA ENDONASAL POR VIDEOENDOSCOPIA;
30601231;FRATURA LUXACAO DE ESTERNO OU COSTELA - REDUCAO INCRUENTA;30601231;FRATURA LUXACAO DE ESTERNO OU COSTELA - REDUCAO INCRUENTA;
30602068;DRENAGEM E OU ASPIRACAO DE SEROMA;30602068;DRENAGEM E OU ASPIRACAO DE SEROMA;
30602327;SUBSTITUICAO DE PROTESE;30602327;SUBSTITUICAO DE PROTESE;
30715369;TRATAMENTO MICROCIRURGICO DO CANAL VERTEBRAL ESTREITO;30715369;TRATAMENTO MICROCIRURGICO DO CANAL VERTEBRAL ESTREITO;
30718040;FRATURA(INCLUINDO DESCOLAMENTO EPIFISARIO)-REDUCAO INCRUENTA;30718040;FRATURA(INCLUINDO DESCOLAMENTO EPIFISARIO)-REDUCAO INCRUENTA;
30722535;OSTEOSSINTESE DE FRATURA DE FALANGE E METACARPEANA COM USO DE MINIPARAFUSO;30722535;OSTEOSSINTESE DE FRATURA DE FALANGE E METACARPEANA COM USO DE MINIPARAFUSO;
30726204;LIBERACAO LATERAL E FACECTOMIAS-TRATAMENTO CIRURGICO;30726204;LIBERACAO LATERAL E FACECTOMIAS-TRATAMENTO CIRURGICO;
30727014;ALONGAMENTO/TRANSPORTE OSSEO PSEUDOARTROSE COM FIXADOR EXTERNO;30727014;ALONGAMENTO/TRANSPORTE OSSEO PSEUDOARTROSE COM FIXADOR EXTERNO;
30727189;TRAT. CIRURGICO DE FRATURAS DE TIBIA COM FIXADOR EXTERNO;30727189;TRAT. CIRURGICO DE FRATURAS DE TIBIA COM FIXADOR EXTERNO;
30733030;CONDROPLASTIA (COM REMOCAO DE CORPOS LIVRES);30733030;CONDROPLASTIA (COM REMOCAO DE CORPOS LIVRES);
30733057;MENISCECTOMIA - UM MENISCO;30733057;MENISCECTOMIA - UM MENISCO;
30733065;REPARO OU SUTURA DE UM MENISCO;30733065;REPARO OU SUTURA DE UM MENISCO;
30733073;RECONSTRUCAO RETENCIONAMENTO OU REFORCO LIGAMENTO CRUZADO ANTERIOR POSTERIOR;30733073;RECONSTRUCAO RETENCIONAMENTO OU REFORCO LIGAMENTO CRUZADO ANTERIOR POSTERIOR;
30733081;FRATURA COM REDUCAO E OU ESTABILIZACAO DA SUPERFICIE ARTICULAR;30733081;FRATURA COM REDUCAO E OU ESTABILIZACAO DA SUPERFICIE ARTICULAR;
30735050;LUXACAO GLENO-UMERAL;30735050;LUXACAO GLENOIUMERAL;
30735068;RUPTURA DO MANGUITO ROTADOR;30735068;RUPTURA DO MANGUITO ROTADOR;
30735084;RESSECÇAO LATERAL DA CLAVICULA;30735084;RESSECÇAO LATERAL DA CLAVICULA;
30735084;RESSECCAO LATERAL DA CLAVICULA;30735084;RESSECCAO LATERAL DA CLAVICULA;
30735092;TENOTOMIA DA PORCAO LONGA DO BICEPS;30735092;TENOTOMIA DA PORCAO LONGA DO BICEPS;
30904064;IMPLANTE DE ESTIMULADOR CARDIACO ARTIFICIAL MULTISSITIO;30904064;IMPLANTE DE ESTIMULADOR CARDIACO ARTIFICIAL MULTISSITIO;
30904145;IMPLANTE DE MARCA PASSO BICAMERAL(GERADOR+ELETRODO ATRIAL E VENTRICULAR) ;30904145;IMPLANTE DE MARCA PASSO BICAMERAL(GERADOR+ELETRODO ATRIAL E VENTRICULAR) ;
30909147;HEMODEPURACAO DE CASOS AGUDOS(SESSAO HEMODIALISE,HEMOFILTRACAO,HEMODIAFILTRACAO ISOLADA,PLASMAFERESE OU HEMOPERFUSAO)ATE 12 HORAS;30909147;HEMODEPURACAO DE CASOS AGUDOS(SESSAO HEMODIALISE,HEMOFILTRACAO,HEMODIAFILTRACAO ISOLADA,PLASMAFERESE OU HEMOPERFUSAO)ATE 12 HORAS;
